idListaCobro,idCredito,consecutivoCobro,idBanco,montoExigible,montoCobrar,montoCobrado,fechaCobroBanco,idRespuestaBanco,fechaCreacionLista,fechaEnvioCobro,idEmisora
155941,407768,41396461,2,563.42,563.42,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,407768,41396462,2,939.03,939.03,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,408684,41396463,2,193.28,193.28,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,408684,41396464,2,289.93,289.93,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,408684,41396465,2,483.21,483.21,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,422505,41396466,2,258.23,258.23,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,422505,41396467,2,387.35,387.35,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,422505,41396468,2,645.58,645.58,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,435123,41396469,2,257.99,257.99,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,435123,41396470,2,386.98,386.98,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,435123,41396471,2,644.97,644.97,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,449374,41396472,2,146.33,146.33,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,449374,41396473,2,365.83,365.83,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,449374,41396474,2,219.50,219.50,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,452638,41396475,2,225.37,225.37,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,452638,41396476,2,563.44,563.44,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,452638,41396477,2,338.06,338.06,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,491831,41396478,2,661.04,661.04,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,491831,41396479,2,440.70,440.70,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,491831,41396480,2,1101.74,1101.74,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,496490,41396481,2,92.31,92.31,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,496490,41396482,2,378.31,378.31,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,496814,41396483,2,239.10,239.10,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,496814,41396484,2,597.76,597.76,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,496814,41396485,2,358.66,358.66,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,529665,41396486,2,756.66,756.66,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,529665,41396487,2,504.44,504.44,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,529665,41396488,2,1261.10,1261.10,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,681515,41396489,2,352.13,352.13,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,681515,41396490,2,586.89,586.89,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,681515,41396491,2,234.76,234.76,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,682332,41396492,2,586.89,586.89,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,682332,41396493,2,352.13,352.13,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,682332,41396494,2,234.76,234.76,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,693003,41396495,2,453.86,453.86,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,693003,41396496,2,302.57,302.57,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,693003,41396497,2,756.43,756.43,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,695659,41396498,2,483.77,483.77,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,695659,41396499,2,322.50,322.50,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,695659,41396500,2,806.28,806.28,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,696516,41396501,2,864.49,864.49,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,696516,41396502,2,1296.74,1296.74,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,696516,41396503,2,2161.23,2161.23,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,706120,41396504,2,672.26,672.26,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,706120,41396505,2,1008.39,1008.39,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,706120,41396506,2,1680.65,1680.65,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,709523,41396507,2,1427.49,1427.49,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,709523,41396508,2,571.00,571.00,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,709523,41396509,2,856.49,856.49,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,709526,41396510,2,864.49,864.49,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,709526,41396511,2,1296.74,1296.74,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,709526,41396512,2,2161.23,2161.23,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,710906,41396513,2,1317.81,1317.81,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,710906,41396514,2,790.69,790.69,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,710906,41396515,2,527.12,527.12,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,712414,41396516,2,301.49,301.49,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,712414,41396517,2,200.99,200.99,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,712414,41396518,2,502.49,502.49,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,712906,41396519,2,881.84,881.84,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,712906,41396520,2,529.10,529.10,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,712906,41396521,2,352.73,352.73,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,714426,41396522,2,526.25,526.25,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,714426,41396523,2,789.39,789.39,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,714426,41396524,2,1315.65,1315.65,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,716370,41396525,2,215.62,215.62,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,716370,41396526,2,539.07,539.07,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,716370,41396527,2,323.44,323.44,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,725225,41396528,2,607.37,607.37,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,725225,41396529,2,1012.29,1012.29,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155941,725225,41396530,2,404.92,404.92,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155942,459611,41396531,2,160.64,160.64,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155942,459611,41396532,2,107.09,107.09,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155942,459611,41396533,2,267.73,267.73,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155942,470886,41396534,2,313.01,313.01,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155942,470886,41396535,2,469.52,469.52,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155942,470886,41396536,2,782.53,782.53,0.00,,04,02/01/2025 6:12AM,02/01/2025,5
155947,739598,41397720,12,1782.90,1782.90,1782.90,02/01/2025,00,02/01/2025 8:20AM,02/01/2025,21
155948,71507,41397738,2,299.75,299.75,0.00,,04,02/01/2025 8:47AM,02/01/2025,1
155948,279267,41397735,2,408.50,408.50,0.00,,04,02/01/2025 8:47AM,02/01/2025,1
155948,293867,41397752,2,154.70,154.70,0.00,,04,02/01/2025 8:47AM,02/01/2025,1
155948,295335,41397747,2,394.96,394.96,0.00,,04,02/01/2025 8:47AM,02/01/2025,1
155948,329377,41397739,2,517.68,517.68,0.00,,04,02/01/2025 8:47AM,02/01/2025,1
155948,372875,41397732,2,514.51,514.51,0.00,,04,02/01/2025 8:47AM,02/01/2025,1
155948,380168,41397723,2,258.84,258.84,0.00,,04,02/01/2025 8:47AM,02/01/2025,1
155948,381534,41397725,2,395.62,395.62,0.00,,04,02/01/2025 8:47AM,02/01/2025,1
155948,388636,41397721,2,1074.28,1074.28,0.00,,04,02/01/2025 8:47AM,02/01/2025,1
155948,407768,41397730,2,939.03,939.03,0.00,,04,02/01/2025 8:47AM,02/01/2025,1
155948,408684,41397751,2,483.21,483.21,0.00,,04,02/01/2025 8:47AM,02/01/2025,1
155948,422505,41397736,2,645.58,645.58,0.00,,04,02/01/2025 8:47AM,02/01/2025,1
155948,435123,41397733,2,644.97,644.97,0.00,,04,02/01/2025 8:47AM,02/01/2025,1
155948,449374,41397748,2,365.83,365.83,0.00,,04,02/01/2025 8:47AM,02/01/2025,1
155948,488742,41397726,2,893.83,893.83,0.00,,04,02/01/2025 8:47AM,02/01/2025,1
155948,491831,41397744,2,1101.74,1101.74,0.00,,04,02/01/2025 8:47AM,02/01/2025,1
155948,492940,41397745,2,1101.74,1101.74,0.00,,04,02/01/2025 8:47AM,02/01/2025,1
155948,496814,41397753,2,597.76,597.76,0.00,,04,02/01/2025 8:47AM,02/01/2025,1
155948,529665,41397740,2,1261.10,1261.10,0.00,,04,02/01/2025 8:47AM,02/01/2025,1
155948,661081,41397731,2,391.26,391.26,0.00,,04,02/01/2025 8:47AM,02/01/2025,1
155948,681515,41397755,2,586.89,586.89,0.00,,04,02/01/2025 8:47AM,02/01/2025,1
155948,682332,41397727,2,586.89,586.89,0.00,,04,02/01/2025 8:47AM,02/01/2025,1
155948,692869,41397728,2,1021.18,1021.18,0.00,,04,02/01/2025 8:47AM,02/01/2025,1
155948,693003,41397741,2,756.43,756.43,0.00,,04,02/01/2025 8:47AM,02/01/2025,1
155948,695659,41397734,2,806.28,806.28,0.00,,04,02/01/2025 8:47AM,02/01/2025,1
155948,696516,41397749,2,2161.23,2161.23,0.00,,04,02/01/2025 8:47AM,02/01/2025,1
155948,706120,41397742,2,1680.65,1680.65,0.00,,04,02/01/2025 8:47AM,02/01/2025,1
155948,709523,41397754,2,1427.49,1427.49,0.00,,04,02/01/2025 8:47AM,02/01/2025,1
155948,709526,41397729,2,2161.23,2161.23,0.00,,04,02/01/2025 8:47AM,02/01/2025,1
155948,710906,41397743,2,1317.81,1317.81,0.00,,04,02/01/2025 8:47AM,02/01/2025,1
155948,712906,41397746,2,881.84,881.84,0.00,,04,02/01/2025 8:47AM,02/01/2025,1
155948,714426,41397724,2,1315.65,1315.65,0.00,,04,02/01/2025 8:47AM,02/01/2025,1
155948,716370,41397737,2,539.07,539.07,0.00,,04,02/01/2025 8:47AM,02/01/2025,1
155948,725225,41397722,2,1012.29,1012.29,0.00,,04,02/01/2025 8:47AM,02/01/2025,1
155948,729232,41397750,2,1074.89,1074.89,0.00,,04,02/01/2025 8:47AM,02/01/2025,1
155949,490364,41397756,72,223.46,223.46,0.00,,04,02/01/2025 8:48AM,02/01/2025,12
155949,664252,41397758,72,701.17,701.17,0.00,,04,02/01/2025 8:48AM,02/01/2025,12
155949,709872,41397759,72,1583.75,1583.75,0.00,,04,02/01/2025 8:48AM,02/01/2025,12
155949,712926,41397757,72,1203.89,1203.89,0.00,,04,02/01/2025 8:48AM,02/01/2025,12
155950,83373,41397840,12,508.31,508.31,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,127335,41397855,12,706.66,706.66,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,155407,41397788,12,519.50,519.50,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,163958,41397780,12,542.32,542.32,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,290264,41397795,12,854.20,854.20,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,297989,41397828,12,1017.71,1017.71,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,298473,41397830,12,647.10,647.10,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,299455,41397771,12,272.00,272.00,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,312623,41397844,12,480.37,480.37,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,320656,41397841,12,468.15,468.15,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,322747,41397772,12,305.32,305.32,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,338312,41397767,12,651.34,651.34,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,350670,41397760,12,346.02,346.02,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,363258,41397791,12,926.12,926.12,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,365615,41397811,12,356.51,356.51,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,365744,41397856,12,299.66,299.66,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,366690,41397796,12,812.76,812.76,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,370135,41397829,12,738.86,738.86,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,374655,41397827,12,542.32,542.32,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,380722,41397778,12,101.77,101.77,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,381742,41397831,12,834.52,834.52,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,382561,41397775,12,380.10,380.10,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,385597,41397835,12,339.92,339.92,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,385816,41397781,12,489.25,489.25,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,388476,41397836,12,799.98,799.98,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,389064,41397824,12,811.59,811.59,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,390185,41397857,12,293.55,293.55,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,390575,41397818,12,460.87,460.87,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,391310,41397792,12,707.63,707.63,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,395042,41397845,12,478.20,478.20,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,396264,41397803,12,533.00,533.00,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,396719,41397812,12,293.55,293.55,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,400106,41397846,12,176.07,176.07,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,401392,41397797,12,782.10,782.10,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,403501,41397798,12,243.39,243.39,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,405159,41397822,12,450.91,450.91,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,406874,41397847,12,803.17,803.17,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,412720,41397785,12,243.39,243.39,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,412846,41397815,12,164.51,164.51,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,413210,41397804,12,363.29,363.29,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,414686,41397819,12,858.34,858.34,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,420547,41397789,12,608.46,608.46,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,421742,41397776,12,203.26,203.26,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,422024,41397782,12,189.36,189.36,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,422028,41397761,12,157.17,157.17,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,422217,41397858,12,391.26,391.26,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,422239,41397762,12,181.53,181.53,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,422904,41397837,12,391.26,391.26,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,424848,41397809,12,1369.42,1369.42,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,426467,41397805,12,243.39,243.39,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,427132,41397773,12,608.46,608.46,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,428221,41397799,12,690.99,690.99,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,429718,41397843,12,1021.12,1021.12,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,430220,41397860,12,459.50,459.50,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,434005,41397763,12,324.75,324.75,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,465169,41397823,12,391.26,391.26,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,466231,41397794,12,326.14,326.14,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,470704,41397813,12,782.53,782.53,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,472257,41397806,12,449.95,449.95,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,474280,41397852,12,851.85,851.85,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,475043,41397793,12,782.53,782.53,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,480978,41397800,12,782.53,782.53,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,481141,41397825,12,324.01,324.01,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,481220,41397834,12,782.53,782.53,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,481528,41397838,12,292.06,292.06,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,483699,41397848,12,431.35,431.35,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,484104,41397816,12,586.90,586.90,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,484270,41397820,12,782.53,782.53,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,486304,41397786,12,782.53,782.53,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,486851,41397779,12,486.77,486.77,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,487456,41397777,12,782.53,782.53,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,487600,41397801,12,782.53,782.53,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,488019,41397859,12,782.53,782.53,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,490655,41397807,12,416.89,416.89,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,495453,41397783,12,630.55,630.55,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,495791,41397832,12,1226.47,1226.47,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,497789,41397764,12,882.77,882.77,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,505085,41397768,12,277.44,277.44,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,506506,41397849,12,423.73,423.73,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,508162,41397821,12,1008.88,1008.88,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,574612,41397790,12,741.53,741.53,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,575806,41397826,12,946.77,946.77,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,661415,41397842,12,391.26,391.26,391.26,02/01/2025,00,02/01/2025 8:54AM,02/01/2025,21
155950,661889,41397774,12,397.13,397.13,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,684952,41397769,12,586.89,586.89,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,694608,41397766,12,216.23,216.23,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,695478,41397810,12,873.76,873.76,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,695583,41397833,12,1786.15,1786.15,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,701904,41397850,12,1509.57,1509.57,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,703854,41397765,12,1268.10,1268.10,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,707178,41397787,12,548.41,548.41,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,712992,41397839,12,1519.97,1519.97,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,713324,41397814,12,1045.50,1045.50,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,713662,41397851,12,1320.19,1320.19,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,713836,41397817,12,1052.25,1052.25,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,715004,41397853,12,403.34,403.34,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,721577,41397808,12,558.81,558.81,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,722159,41397784,12,1180.36,1180.36,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,723028,41397802,12,1783.02,1783.02,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,725741,41397854,12,1891.08,1891.08,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155950,726130,41397770,12,1241.30,1241.30,0.00,,04,02/01/2025 8:54AM,02/01/2025,21
155951,366046,41397864,14,486.47,486.47,0.00,,04,02/01/2025 8:56AM,02/01/2025,9
155951,427609,41397862,14,248.25,248.25,0.00,,04,02/01/2025 8:56AM,02/01/2025,9
155951,683653,41397865,14,586.89,586.89,0.00,,04,02/01/2025 8:56AM,02/01/2025,9
155951,686634,41397861,14,586.89,586.89,0.00,,04,02/01/2025 8:56AM,02/01/2025,9
155951,689508,41397866,14,1242.71,1242.71,0.00,,04,02/01/2025 8:56AM,02/01/2025,9
155951,690572,41397863,14,292.96,292.96,0.00,,04,02/01/2025 8:56AM,02/01/2025,9
155952,459611,41397868,2,267.73,267.73,0.00,,04,02/01/2025 8:57AM,02/01/2025,2
155952,470886,41397867,2,782.53,782.53,0.00,,04,02/01/2025 8:57AM,02/01/2025,2
155954,425211,41398015,72,486.77,486.77,0.00,,04,02/01/2025 8:59AM,02/01/2025,13
155956,317372,41398164,12,1015.68,1015.68,0.00,,04,02/01/2025 9:00AM,02/01/2025,22
155956,325900,41398162,12,948.51,948.51,0.00,,04,02/01/2025 9:00AM,02/01/2025,22
155956,395084,41398169,12,450.11,450.11,0.00,,04,02/01/2025 9:00AM,02/01/2025,22
155956,430248,41398171,12,486.77,486.77,0.00,,04,02/01/2025 9:00AM,02/01/2025,22
155956,437336,41398163,12,215.20,215.20,0.00,,04,02/01/2025 9:00AM,02/01/2025,22
155956,466479,41398165,12,782.53,782.53,0.00,,04,02/01/2025 9:00AM,02/01/2025,22
155956,475597,41398168,12,375.50,375.50,0.00,,04,02/01/2025 9:00AM,02/01/2025,22
155956,481269,41398166,12,782.53,782.53,0.00,,04,02/01/2025 9:00AM,02/01/2025,22
155956,482633,41398170,12,527.17,527.17,0.00,,04,02/01/2025 9:00AM,02/01/2025,22
155956,489813,41398167,12,973.54,973.54,0.00,,04,02/01/2025 9:00AM,02/01/2025,22
155957,575684,41398172,14,252.22,252.22,0.00,,04,02/01/2025 9:00AM,02/01/2025,10
155958,133936,41398178,21,336.50,336.50,0.00,,04,02/01/2025 9:01AM,02/01/2025,25
155958,160756,41398173,44,540.15,540.15,0.00,,04,02/01/2025 9:01AM,02/01/2025,25
155958,273803,41398177,21,533.01,533.01,0.00,,04,02/01/2025 9:01AM,02/01/2025,25
155958,286960,41398175,21,542.32,542.32,0.00,,04,02/01/2025 9:01AM,02/01/2025,25
155958,403792,41398174,44,299.37,299.37,0.00,,04,02/01/2025 9:01AM,02/01/2025,25
155958,416184,41398176,21,446.92,446.92,0.00,,04,02/01/2025 9:01AM,02/01/2025,25
155958,524583,41398179,21,1261.10,1261.10,0.00,,04,02/01/2025 9:01AM,02/01/2025,25
155964,738973,41402178,2,622.87,622.87,0.00,,04,02/01/2025 9:35AM,02/01/2025,5
155964,739017,41402179,2,1069.11,1069.11,0.00,,04,02/01/2025 9:35AM,02/01/2025,5
155966,732324,41402180,2,2134.21,2134.21,0.00,,04,02/01/2025 9:35AM,02/01/2025,5
155966,737028,41402181,2,815.76,815.76,0.00,,04,02/01/2025 9:35AM,02/01/2025,5
155966,737543,41402182,2,1214.56,1214.56,0.00,,04,02/01/2025 9:35AM,02/01/2025,5
155967,71507,41402183,2,179.85,179.85,0.00,,04,02/01/2025 9:35AM,02/01/2025,5
155967,71507,41402184,2,299.75,299.75,0.00,,04,02/01/2025 9:35AM,02/01/2025,5
155967,71507,41402185,2,119.90,119.90,0.00,,04,02/01/2025 9:35AM,02/01/2025,5
